name,display_name,pubmed_occurrence
"neoplasms, mesothelial","Neoplasms, Mesothelial",44
metatarsalgia,Metatarsalgia,44
primary dysautonomias,Primary Dysautonomias,44
acrocallosal syndrome,Acrocallosal Syndrome,44
levocardia,Levocardia,44
upper extremity deep vein thrombosis,Upper Extremity Deep Vein Thrombosis,44
immersion foot,Immersion Foot,44
"candidiasis, invasive","Candidiasis, Invasive",43
"histiocytic disorders, malignant","Histiocytic Disorders, Malignant",43
"coma, post-head injury","Coma, Post-Head Injury",43
coffin-lowry syndrome,Coffin-Lowry Syndrome,43
night terrors,Night Terrors,43
eye manifestations,Eye Manifestations,43
diabetic cardiomyopathies,Diabetic Cardiomyopathies,43
biotinidase deficiency,Biotinidase Deficiency,43
louping ill,Louping Ill,42
tarlov cysts,Tarlov Cysts,42
"lymphoma, primary cutaneous anaplastic large cell","Lymphoma, Primary Cutaneous Anaplastic Large Cell",42
mesial movement of teeth,Mesial Movement of Teeth,42
sialic acid storage disease,Sialic Acid Storage Disease,42
cerebrovascular trauma,Cerebrovascular Trauma,42
sexual infantilism,Sexual Infantilism,42
chiari-frommel syndrome,Chiari-Frommel Syndrome,42
malignant atrophic papulosis,Malignant Atrophic Papulosis,42
pinta,Pinta,41
visceral prolapse,Visceral Prolapse,41
"steroid metabolism, inborn errors","Steroid Metabolism, Inborn Errors",41
piedra,Piedra,40
"encephalomyelitis, enzootic porcine","Encephalomyelitis, Enzootic Porcine",40
dicrocoeliasis,Dicrocoeliasis,40
isosporiasis,Isosporiasis,40
"paralysis, hyperkalemic periodic","Paralysis, Hyperkalemic Periodic",40
"cerebral amyloid angiopathy, familial","Cerebral Amyloid Angiopathy, Familial",40
"epilepsy, partial, motor","Epilepsy, Partial, Motor",40
sleep arousal disorders,Sleep Arousal Disorders,40
vaginismus,Vaginismus,40
accelerated idioventricular rhythm,Accelerated Idioventricular Rhythm,40
multiple carboxylase deficiency,Multiple Carboxylase Deficiency,40
"fructose metabolism, inborn errors","Fructose Metabolism, Inborn Errors",40
white muscle disease,White Muscle Disease,40
chlamydiaceae infections,Chlamydiaceae Infections,39
"hearing loss, mixed conductive-sensorineural","Hearing Loss, Mixed Conductive-Sensorineural",39
"alexia, pure","Alexia, Pure",39
geographic atrophy,Geographic Atrophy,39
hemospermia,Hemospermia,39
crisscross heart,Crisscross Heart,39
romano-ward syndrome,Romano-Ward Syndrome,39
steatitis,Steatitis,39
silver-russell syndrome,Silver-Russell Syndrome,38
"asthma, aspirin-induced","Asthma, Aspirin-Induced",38
striatonigral degeneration,Striatonigral Degeneration,38
"aphasia, conduction","Aphasia, Conduction",38
vulvodynia,Vulvodynia,38
"epidermitis, exudative, of swine","Epidermitis, Exudative, of Swine",38
"granulomatosis, orofacial","Granulomatosis, Orofacial",38
fascioloidiasis,Fascioloidiasis,37
"nevus, sebaceous of jadassohn","Nevus, Sebaceous of Jadassohn",37
oral manifestations,Oral Manifestations,37
"lysosomal storage diseases, nervous system","Lysosomal Storage Diseases, Nervous System",37
vein of galen malformations,Vein of Galen Malformations,37
corneal endothelial cell loss,Corneal Endothelial Cell Loss,37
screw worm infection,Screw Worm Infection,36
inflammatory breast neoplasms,Inflammatory Breast Neoplasms,36
hajdu-cheney syndrome,Hajdu-Cheney Syndrome,36
gait apraxia,Gait Apraxia,36
rem sleep parasomnias,REM Sleep Parasomnias,36
parametritis,Parametritis,36
multiple acyl coenzyme a dehydrogenase deficiency,Multiple Acyl Coenzyme A Dehydrogenase Deficiency,36
death,Death,36
acute radiation syndrome,Acute Radiation Syndrome,36
pneumovirus infections,Pneumovirus Infections,35
"bulbo-spinal atrophy, x-linked","Bulbo-Spinal Atrophy, X-Linked",35
central cord syndrome,Central Cord Syndrome,35
azotemia,Azotemia,35
gynatresia,Gynatresia,35
actinobacillosis,Actinobacillosis,34
setariasis,Setariasis,34
"leukemia, eosinophilic, acute","Leukemia, Eosinophilic, Acute",34
adamantinoma,Adamantinoma,34
de quervain disease,De Quervain Disease,34
"epilepsy, partial, sensory","Epilepsy, Partial, Sensory",34
sinus pericranii,Sinus Pericranii,34
morning sickness,Morning Sickness,34
inferior wall myocardial infarction,Inferior Wall Myocardial Infarction,34
autoimmune lymphoproliferative syndrome,Autoimmune Lymphoproliferative Syndrome,34
sunstroke,Sunstroke,34
lemierre syndrome,Lemierre Syndrome,33
"leprosy, multibacillary","Leprosy, Multibacillary",33
rubulavirus infections,Rubulavirus Infections,33
hallux rigidus,Hallux Rigidus,33
macrostomia,Macrostomia,33
periventricular nodular heterotopia,Periventricular Nodular Heterotopia,33
hydrocolpos,Hydrocolpos,33
jervell-lange nielsen syndrome,Jervell-Lange Nielsen Syndrome,33
"fructose-1,6-diphosphatase deficiency","Fructose-1,6-Diphosphatase Deficiency",33
hordeolum,Hordeolum,32
"pneumonia, rickettsial","Pneumonia, Rickettsial",32
vesicular exanthema of swine,Vesicular Exanthema of Swine,32
morbillivirus infections,Morbillivirus Infections,32
ostertagiasis,Ostertagiasis,32
luteoma,Luteoma,32
osteochondrosis,Osteochondrosis,32
femoracetabular impingement,Femoracetabular Impingement,32
emphysematous cholecystitis,Emphysematous Cholecystitis,32
anthracosis,Anthracosis,32
"pneumonia, atypical interstitial, of cattle","Pneumonia, Atypical Interstitial, of Cattle",32
mevalonate kinase deficiency,Mevalonate Kinase Deficiency,32
"von willebrand disease, type 2","von Willebrand Disease, Type 2",32
hyper-igm immunodeficiency syndrome,Hyper-IgM Immunodeficiency Syndrome,31
uveoparotid fever,Uveoparotid Fever,31
"neoplasms, ductal, lobular, and medullary","Neoplasms, Ductal, Lobular, and Medullary",30
heel spur,Heel Spur,30
"porphyria, variegate","Porphyria, Variegate",30
anaplasmataceae infections,Anaplasmataceae Infections,29
"neoplasms, plasma cell","Neoplasms, Plasma Cell",29
muir-torre syndrome,Muir-Torre Syndrome,29
acro-osteolysis,Acro-Osteolysis,29
hypercementosis,Hypercementosis,29
"reflex, babinski","Reflex, Babinski",29
chromosome duplication,Chromosome Duplication,29
lumpy skin disease,Lumpy Skin Disease,28
filoviridae infections,Filoviridae Infections,28
herpangina,Herpangina,28
"adenomatosis, pulmonary","Adenomatosis, Pulmonary",28
peri-implantitis,Peri-Implantitis,28
lethargy,Lethargy,28
ureterolithiasis,Ureterolithiasis,28
vulvar vestibulitis,Vulvar Vestibulitis,28
acatalasia,Acatalasia,28
"skin diseases, eczematous","Skin Diseases, Eczematous",28
intra-articular fractures,Intra-Articular Fractures,28
vesicular stomatitis,Vesicular Stomatitis,27
anaplasia,Anaplasia,27
tdp-43 proteinopathies,TDP-43 Proteinopathies,27
carney complex,Carney Complex,26
typhlitis,Typhlitis,26
"niemann-pick disease, type b","Niemann-Pick Disease, Type B",26
pyruvate carboxylase deficiency disease,Pyruvate Carboxylase Deficiency Disease,26
"hypersomnolence, idiopathic","Hypersomnolence, Idiopathic",26
"tachycardia, reciprocating","Tachycardia, Reciprocating",26
trichothiodystrophy syndromes,Trichothiodystrophy Syndromes,26
"pyruvate metabolism, inborn errors","Pyruvate Metabolism, Inborn Errors",26
refeeding syndrome,Refeeding Syndrome,26
chondromatosis,Chondromatosis,25
laryngomalacia,Laryngomalacia,25
loeys-dietz syndrome,Loeys-Dietz Syndrome,25
carbamoyl-phosphate synthase i deficiency disease,Carbamoyl-Phosphate Synthase I Deficiency Disease,25
abducens nerve injury,Abducens Nerve Injury,25
cogan syndrome,Cogan Syndrome,25
propionic acidemia,Propionic Acidemia,25
periprosthetic fractures,Periprosthetic Fractures,24
hemorrhagic septicemia,Hemorrhagic Septicemia,23
birt-hogg-dube syndrome,Birt-Hogg-Dube Syndrome,23
female athlete triad syndrome,Female Athlete Triad Syndrome,23
massive hepatic necrosis,Massive Hepatic Necrosis,23
silo filler's disease,Silo Filler's Disease,23
neuronal migration disorders,Neuronal Migration Disorders,23
"46, xy disorders of sex development","46, XY Disorders of Sex Development",23
lown-ganong-levine syndrome,Lown-Ganong-Levine Syndrome,23
tendon entrapment,Tendon Entrapment,22
"urea cycle disorders, inborn","Urea Cycle Disorders, Inborn",22
subacute combined degeneration,Subacute Combined Degeneration,22
retinal telangiectasis,Retinal Telangiectasis,22
cadaver,Cadaver,22
"aids arteritis, central nervous system","AIDS Arteritis, Central Nervous System",21
"dendritic cell sarcoma, interdigitating","Dendritic Cell Sarcoma, Interdigitating",21
glomus tympanicum tumor,Glomus Tympanicum Tumor,21
tracheomalacia,Tracheomalacia,21
acute chest syndrome,Acute Chest Syndrome,21
susac syndrome,Susac Syndrome,21
pure autonomic failure,Pure Autonomic Failure,21
marchiafava-bignami disease,Marchiafava-Bignami Disease,21
vitelliform macular dystrophy,Vitelliform Macular Dystrophy,21
retinal dystrophies,Retinal Dystrophies,21
"von willebrand disease, type 1","von Willebrand Disease, Type 1",21
"keratoderma, palmoplantar, epidermolytic","Keratoderma, Palmoplantar, Epidermolytic",21
airway remodeling,Airway Remodeling,21
passive-aggressive personality disorder,Passive-Aggressive Personality Disorder,21
sexual and gender disorders,Sexual and Gender Disorders,21
bifidobacteriales infections,Bifidobacteriales Infections,20
chondromalacia patellae,Chondromalacia Patellae,20
tracheobronchomalacia,Tracheobronchomalacia,20
hallux limitus,Hallux Limitus,20
hammer toe syndrome,Hammer Toe Syndrome,20
costello syndrome,Costello Syndrome,20
"brain stem hemorrhage, traumatic","Brain Stem Hemorrhage, Traumatic",20
frasier syndrome,Frasier Syndrome,20
myelodysplastic-myeloproliferative diseases,Myelodysplastic-Myeloproliferative Diseases,20
shellfish poisoning,Shellfish Poisoning,20
decapitation,Decapitation,20
voyeurism,Voyeurism,20
kyasanur forest disease,Kyasanur Forest Disease,19
trombiculiasis,Trombiculiasis,19
mucoepidermoid tumor,Mucoepidermoid Tumor,19
"nevus, halo","Nevus, Halo",19
overbite,Overbite,19
hyperargininemia,Hyperargininemia,19
stupor,Stupor,19
nuchal cord,Nuchal Cord,19
ectopia cordis,Ectopia Cordis,19
"ectodermal dysplasia, hypohidrotic, autosomal recessive","Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive",19
netherton syndrome,Netherton Syndrome,19
glycogen storage disease type vi,Glycogen Storage Disease Type VI,19
"mineralocorticoid excess syndrome, apparent","Mineralocorticoid Excess Syndrome, Apparent",19
onycholysis,Onycholysis,19
neglected diseases,Neglected Diseases,19
colorado tick fever,Colorado Tick Fever,18
rhabditida infections,Rhabditida Infections,18
"neoplasms, bone tissue","Neoplasms, Bone Tissue",18
"osteoarthritis, spine","Osteoarthritis, Spine",18
"coproporphyria, hereditary","Coproporphyria, Hereditary",18
"leukoedema, oral","Leukoedema, Oral",18
pulmonary infarction,Pulmonary Infarction,18
nocturnal paroxysmal dystonia,Nocturnal Paroxysmal Dystonia,18
persistent hyperplastic primary vitreous,Persistent Hyperplastic Primary Vitreous,18
diurnal enuresis,Diurnal Enuresis,18
pubic symphysis diastasis,Pubic Symphysis Diastasis,18
yellow nail syndrome,Yellow Nail Syndrome,18
"hypobetalipoproteinemia, familial, apolipoprotein b","Hypobetalipoproteinemia, Familial, Apolipoprotein B",18
fusobacteriaceae infections,Fusobacteriaceae Infections,17
pasteurellaceae infections,Pasteurellaceae Infections,17
mongolian spot,Mongolian Spot,17
"nevus, spindle cell","Nevus, Spindle Cell",17
sacroiliitis,Sacroiliitis,17
failed back surgery syndrome,Failed Back Surgery Syndrome,17
eye pain,Eye Pain,17
holocarboxylase synthetase deficiency,Holocarboxylase Synthetase Deficiency,17
hypoalphalipoproteinemias,Hypoalphalipoproteinemias,17
"encephalomyelitis, eastern equine","Encephalomyelitis, Eastern Equine",16
adenomyoepithelioma,Adenomyoepithelioma,16
campomelic dysplasia,Campomelic Dysplasia,16
deaf-blind disorders,Deaf-Blind Disorders,16
"heavy metal poisoning, nervous system","Heavy Metal Poisoning, Nervous System",16
corneal perforation,Corneal Perforation,16
"sinus arrest, cardiac","Sinus Arrest, Cardiac",16
"amino acid transport disorders, inborn","Amino Acid Transport Disorders, Inborn",16
nairobi sheep disease,Nairobi Sheep Disease,15
zoster sine herpete,Zoster Sine Herpete,15
orbital myositis,Orbital Myositis,15
capsule opacification,Capsule Opacification,15
pyometra,Pyometra,15
jacobsen distal 11q deletion syndrome,Jacobsen Distal 11q Deletion Syndrome,15
"hyper-igm immunodeficiency syndrome, type 1","Hyper-IgM Immunodeficiency Syndrome, Type 1",15
"leprosy, paucibacillary","Leprosy, Paucibacillary",14
22q11 deletion syndrome,22q11 Deletion Syndrome,14
neurogenic bowel,Neurogenic Bowel,14
retrocochlear diseases,Retrocochlear Diseases,14
primary progressive nonfluent aphasia,Primary Progressive Nonfluent Aphasia,14
olfactory nerve diseases,Olfactory Nerve Diseases,14
alstrom syndrome,Alstrom Syndrome,14
hereditary angioedema types i and ii,Hereditary Angioedema Types I and II,14
morgellons disease,Morgellons Disease,14
postmortem changes,Postmortem Changes,14
lymphatic vessel tumors,Lymphatic Vessel Tumors,13
eccrine porocarcinoma,Eccrine Porocarcinoma,13
mulibrey nanism,Mulibrey Nanism,13
"bone diseases, endocrine","Bone Diseases, Endocrine",13
"myasthenia gravis, neonatal","Myasthenia Gravis, Neonatal",13
aicardi syndrome,Aicardi Syndrome,13
pyonephrosis,Pyonephrosis,13
dent disease,Dent Disease,13
postpartum thyroiditis,Postpartum Thyroiditis,13
arteriolosclerosis,Arteriolosclerosis,13
charge syndrome,CHARGE Syndrome,13
accessory atrioventricular bundle,Accessory Atrioventricular Bundle,13
"hemorrhagic syndrome, bovine","Hemorrhagic Syndrome, Bovine",12
dourine,Dourine,12
langerhans cell sarcoma,Langerhans Cell Sarcoma,12
poroma,Poroma,12
spinal osteochondrosis,Spinal Osteochondrosis,12
hallux varus,Hallux Varus,12
ischemic contracture,Ischemic Contracture,12
salivary calculi,Salivary Calculi,12
"niemann-pick disease, type a","Niemann-Pick Disease, Type A",12
monckeberg medial calcific sclerosis,Monckeberg Medial Calcific Sclerosis,12
dihydropyrimidine dehydrogenase deficiency,Dihydropyrimidine Dehydrogenase Deficiency,12
"reticuloendotheliosis, avian","Reticuloendotheliosis, Avian",12
"uveitis, suppurative","Uveitis, Suppurative",11
desulfovibrionaceae infections,Desulfovibrionaceae Infections,11
pestivirus infections,Pestivirus Infections,11
mesomycetozoea infections,Mesomycetozoea Infections,11
ciliophora infections,Ciliophora Infections,11
colloid cysts,Colloid Cysts,11
desmoplastic small round cell tumor,Desmoplastic Small Round Cell Tumor,11
pontine glioma,Pontine Glioma,11
arachnodactyly,Arachnodactyly,11
cerebral ventriculitis,Cerebral Ventriculitis,11
smith-magenis syndrome,Smith-Magenis Syndrome,11
piriformis muscle syndrome,Piriformis Muscle Syndrome,11
sertoli cell-only syndrome,Sertoli Cell-Only Syndrome,11
cephalopelvic disproportion,Cephalopelvic Disproportion,11
vasa previa,Vasa Previa,11
granulomatous mastitis,Granulomatous Mastitis,11
"leukokeratosis, hereditary mucosal","Leukokeratosis, Hereditary Mucosal",11
poult enteritis mortality syndrome,Poult Enteritis Mortality Syndrome,11
"pneumonia of calves, enzootic","Pneumonia of Calves, Enzootic",10
"mastocytoma, skin","Mastocytoma, Skin",10
neoplasm seeding,Neoplasm Seeding,10
aberrant crypt foci,Aberrant Crypt Foci,10
bronchomalacia,Bronchomalacia,10
macrocephaly,Macrocephaly,10
hypertensive retinopathy,Hypertensive Retinopathy,10
liddle syndrome,Liddle Syndrome,10
trilogy of fallot,Trilogy of Fallot,10
commotio cordis,Commotio Cordis,10
"von willebrand disease, type 3","von Willebrand Disease, Type 3",10
gray platelet syndrome,Gray Platelet Syndrome,10
glycogen storage disease type viii,Glycogen Storage Disease Type VIII,10
cardiovascular infections,Cardiovascular Infections,9
pallister-hall syndrome,Pallister-Hall Syndrome,9
"leukemia, prolymphocytic, b-cell","Leukemia, Prolymphocytic, B-Cell",9
"odontogenic tumor, squamous","Odontogenic Tumor, Squamous",9
genu varum,Genu Varum,9
chorea gravidarum,Chorea Gravidarum,9
"corneal dystrophy, juvenile epithelial of meesmann","Corneal Dystrophy, Juvenile Epithelial of Meesmann",9
vasoplegia,Vasoplegia,9
beta-mannosidosis,beta-Mannosidosis,9
"anticipation, genetic","Anticipation, Genetic",9
implant capsular contracture,Implant Capsular Contracture,9
inhalant abuse,Inhalant Abuse,9
multiple sulfatase deficiency disease,Multiple Sulfatase Deficiency Disease,8
balanitis xerotica obliterans,Balanitis Xerotica Obliterans,8
barth syndrome,Barth Syndrome,8
necrobiotic xanthogranuloma,Necrobiotic Xanthogranuloma,8
anetoderma,Anetoderma,8
"nondisjunction, genetic","Nondisjunction, Genetic",8
exsanguination,Exsanguination,8
"encephalomyelitis, western equine","Encephalomyelitis, Western Equine",7
"hemorrhagic fever, omsk","Hemorrhagic Fever, Omsk",7
antley-bixler syndrome phenotype,Antley-Bixler Syndrome Phenotype,7
kashin-beck disease,Kashin-Beck Disease,7
donohue syndrome,Donohue Syndrome,7
farber lipogranulomatosis,Farber Lipogranulomatosis,7
pentalogy of cantrell,Pentalogy of Cantrell,7
alien hand syndrome,Alien Hand Syndrome,7
heart valve prolapse,Heart Valve Prolapse,7
chloracne,Chloracne,7
syndrome,Syndrome,7
asymptomatic diseases,Asymptomatic Diseases,7
intraoperative awareness,Intraoperative Awareness,7
delayed emergence from anesthesia,Delayed Emergence from Anesthesia,7
elimination disorders,Elimination Disorders,7
torovirus infections,Torovirus Infections,6
flea infestations,Flea Infestations,6
enteropathy-associated t-cell lymphoma,Enteropathy-Associated T-Cell Lymphoma,6
argininosuccinic aciduria,Argininosuccinic Aciduria,6
